reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
b64006df-db8a-4f8f-a0b1-911e3ca9bfec,Msukan GBHTXZ6QRXYZU dptbonus,https://play-lh.googleusercontent.com/a-/ALV-UjUu8buMFTPyvt0FnLesW_V8fAFzAZWahK7RH1W8VrPhXIiv_zE,"Yuk rasakan kepuasan sambil bersantai menikmati berbagai video seru yang ada di tiktok ya,simpel dan sangat mudah dipakai ya dengan berbagai kelebihan yang dimiliki nya,aplikasi ini sangat bagus ya dan terdapat banyak sekali tontonan dan hiburan disini,menurut aku sih aplikasi ini sudah sangat bagus ya hanya tinggal ditambah kan beberapa menu pelengkap ya seperti 360 UTC untuk memudahkan menggunakan aplikasi nya saat jaringan lagi kurang stabil ya,aplikasi ini benar benar sangat bagus banget ya",5,262,39.3.3,2025-04-01 10:18:00,,,39.3.3
ffa82c97-0026-4893-a9c2-fd2e903a9fd7,Payabo Payabo,https://play-lh.googleusercontent.com/a/ACg8ocLigKSOAl4owzjmMtYCqAIqJvrGF0NVLw0XOjRWs5ViBTPtXg=mo,"Puas banget ya sama aplikasi tiktok,sangat konsisten memutar video disini,sejauh ini sangat memuaskan ya dan nyaris tanpa kendala sama sekali ya, terbaik dengan sajian konten konten yang terdapat didalam aplikasi ini, menurut aku sih aplikasi tiktok sangat nyaman dipakai ya dan juga memiliki kepuasan tingkat tinggi saat memutar video ditiktok, sejauh ini sih menggunakan aplikasi tiktok sangat minim bug, aplikasi nya layak mendapatkan bintang lima ya.",5,240,39.3.3,2025-04-01 21:10:24,,,39.3.3
19f1c07a-a905-4e65-8c52-b58d68e1b811,Nur vanny Febriana,https://play-lh.googleusercontent.com/a/ACg8ocIWJ9Iq0S4Xn55Pub5XvaiN9EqBJNPiNVqQ628jGaI_OEeIng=mo,"aplikasinya bagus banget bisa mencari tutorial apapun yang ada bisa buat konten yang menarik, memberi tahu trend yang menarik,tapi pas aku mau ngepost Poto itu gk bisa lama banget Tolong di perbaiki lagi ya sama tolong kembalikan fitur foto seperti semula sekian terima kasih maaf kalau ada kesalahan mengetik",5,21,39.3.3,2025-04-01 18:28:50,,,39.3.3
6b857af0-5c91-4b44-b3b7-460a80a1b279,Topan Zulfikar,https://play-lh.googleusercontent.com/a/ACg8ocL2DT1QSUjfD0owUUdHB3EO_3eb7yAu8FAA-SD8oOw-EM0ZeQ=mo,"apk nya bagus, cumaa yang bikin ga suka nya itu kalau nge buka apk nya suka nge bug, stuck di logo tiktok nya doang, abis itu hp ku malah mati, harus bolak balik download ulang, cape banget padahal waktu awal awal main tiktok ga gini, kenapa sekarang jadi begini? perbaiki lagi apk nya.",3,1144,39.1.3,2025-03-22 13:30:27,,,39.1.3
16f8afbf-3bb2-42ca-889a-1555341cce15,Cholili Ekha Prizqiananda,https://play-lh.googleusercontent.com/a-/ALV-UjVP9zd81bQUb2ZoazADF5uf2oLfE2Zu6ujxEkByWNw1iTj4OBYn,"banyak bugnya, kadang klo dibuka suka nge freez diloading awal logo, ditunggu smpe 7 hari 7 malem bakal tetep gitu trs, klo dikeluarin dr apk hp rasanya jadi lemot bgt padahal sebelum buka apk aman aman aja, satu lagi kadang klo mw masuk kedalam apk dipencet sekali harusnya langsung masuk, tapi kadang dipencet berkali"" tetep gabisa masuk, bagi saya ini bug meresahkan banget, jadi ga mood buka tiktok, tolong segera diperbaiki biar saya ga repot"" bolak balik download ulang",1,24008,39.0.3,2025-03-14 10:39:50,,,39.0.3
19cff169-73ad-4264-8f80-a1993fdf66c7,Cah Cilik,https://play-lh.googleusercontent.com/a/ACg8ocLQDztHVnBFKJqND7mPEJECK1VvyO1A7OSq6Zxw2YRoj5A5Vg=mo,"tiktok itu keren, tapi bug sama lag nya ga main"", baru masuk apk kadang lag parah, tiba"" keluar sendiri, mau buat vidio, efeknya gabisa dipake, otomatis hitam sama ngefreze, kenapa ya?, tolong diperbaiki ya tiktok, kmu itu bagus kalo ga LAG",3,1086,39.1.3,2025-03-20 14:14:35,,,39.1.3
bb9b364c-eae6-4187-82ad-4cccdf30364c,Abdul Rasyid,https://play-lh.googleusercontent.com/a/ACg8ocKtHf4eF4o3pWQHZF5_EDkEqYgOsPNeeEaDOaVSMrlFpYrDIA=mo,"setiap ingin bikin vidio tiktok ngebug dan semua filter filter tiktok ngebug dan tidak bisa digunakan dan tidak bisa foto di tiktok juga saya sudah sering update aplikasi tiktok tapi tidak ada perubahan, tolong perbaikan nya saya cape sekali meng update nya, menguji kesabaran...",1,1012,39.1.3,2025-03-20 16:48:30,,,39.1.3
e201063d-1fe2-4f15-8c45-3d51005eaa01,Simbolon Alongalong2,https://play-lh.googleusercontent.com/a/ACg8ocKvdoyoUa0O9UUegZUYPm18KR9zYrofCY03oqZwsX1oGFID1g=mo,"ngelag parah!!! setiap aku buka apk ini selalu keluar sendiri, dan hp tiba' panas dan aku juga uda coba di apk lainnya, dan itu bagus' aja tidak ada ngelag/ hp panas penyimpanan masi lumayan tapi knp setiap buka apk ini selalu keluar sendiri dan muncul layar hitam, tolong di perbaiki lagi apk nya, update bkn makin bagus malah makin nge bug",1,736,39.0.3,2025-03-22 19:52:22,,,39.0.3
c83da176-fb10-49fc-af2d-e860185abf64,Note Sebelas,https://play-lh.googleusercontent.com/a/ACg8ocLjka_Y7KaTLpALfvxfNal8w8arQfc9A4a0h9zrj-EATv82VA=mo,"Kalau buat sistem login yang BENER!!! kalo sekiranya pengguna tiktok hanya untuk dewasa, seharusnya fitur Login ada diawal percuma kalo semua orang bisa akses konten tanpa harus login terlebih dahulu, Saya coba login dengan tahun lahir 2012++ ya aksesnya ditolak. jadi kesimpulnya percuma jika login dengan tahun 2012++ ditolak tetapi mereka tetap bisa akses kontenya kan ANEHHH!!!.",1,322,39.2.3,2025-03-26 10:35:15,,,39.2.3
2e281eae-55a8-48e5-8103-cb311f7d478b,Vivo Vivo,https://play-lh.googleusercontent.com/a/ACg8ocLHyCyEyglseyDVnrxU5ixRnpUw-tdr1You26LEYKRg3LLwXw=mo,"apk bug sendiri lag"",baruu masuk langsung bug udah riset tetap bug ,saya kasi ranting bintang 1 karna apk kurang bagus banyak bug nyaa ,kadang"" ada suara ga ada gambar nyaa ,suka keluar sendiri"" aneh ,apk geje ,tolong tt beri pengalaman yg lebih enk lgii agar tidak banyak yg mengeluh"" bug begtuu ,perbaiki kenierja sistem nyaa tt ,saya harap bug"" seperti ini tidak terjadi lagi tt ,karnaa kasian yg udh hapus dowlod lagi masih tetap bug dan error tt ,hilang kan bug"" itu tt ,sekian terima kasih ,!!!",1,109,39.2.2,2025-03-31 23:00:08,,,39.2.2
